dispute_id,order_id,reason,order_value,has_delivery_proof,has_signed_pod,ip_match,tracking_valid,comm_logs,days_to_file,prior_customer_disputes,won
DSP-3001,ORD-12688,Duplicate charge,4585.11,1,1,0,1,1,13,0,1
DSP-3002,ORD-11082,Item not received,1656.02,0,0,1,0,1,17,0,1
DSP-3003,ORD-14795,Item not received,9550.34,1,0,0,1,3,1,1,1
DSP-3004,ORD-10170,Item not received,1700.09,0,0,0,0,1,3,1,0
DSP-3005,ORD-14054,Duplicate charge,3782.66,0,0,0,0,1,36,1,0
DSP-3006,ORD-12202,Item not as described,1888.95,1,1,1,1,1,1,0,1
DSP-3007,ORD-15347,Item not received,9051.59,1,1,1,1,0,16,0,0
DSP-3008,ORD-10474,Defective item,4717.18,0,0,1,0,0,6,0,1
DSP-3009,ORD-15579,Item not as described,5090.14,0,0,1,0,1,3,1,1
DSP-3010,ORD-11026,Item not received,4996.43,0,0,0,0,0,25,2,0
DSP-3011,ORD-13960,Duplicate charge,1670.78,1,1,0,1,0,6,0,1
DSP-3012,ORD-12839,Item not received,2225.27,0,0,1,0,1,1,0,0
DSP-3013,ORD-12031,Item not as described,4593.43,1,1,1,1,2,28,0,1
DSP-3014,ORD-11579,Item not received,1732.46,0,0,0,0,2,3,0,0
DSP-3015,ORD-11462,Item not received,4419.34,1,1,1,1,1,46,1,1
DSP-3016,ORD-12418,Item not received,9653.79,1,0,0,1,1,19,0,0
DSP-3017,ORD-15699,Item not received,1347.58,0,0,1,0,1,8,1,0
DSP-3018,ORD-15434,Transaction not recognised,2970.07,1,1,1,1,0,24,1,1
DSP-3019,ORD-12065,Item not as described,3530.59,1,1,1,1,1,18,0,1
DSP-3020,ORD-15274,Transaction not recognised,4597.24,1,1,1,1,0,0,0,1
DSP-3021,ORD-11001,Item not as described,6975.12,1,1,1,1,1,25,0,1
DSP-3022,ORD-12107,Defective item,21896.22,1,1,1,1,2,1,1,1
DSP-3023,ORD-10778,Duplicate charge,3407.51,1,0,1,1,1,6,0,1
DSP-3024,ORD-13510,Duplicate charge,3815.38,1,1,1,1,2,8,0,1
DSP-3025,ORD-11845,Transaction not recognised,8335.28,1,1,0,1,1,6,3,1
DSP-3026,ORD-12289,Item not as described,5276.51,1,1,0,1,2,0,0,1
DSP-3027,ORD-10169,Duplicate charge,6355.23,0,0,0,0,4,0,1,0
DSP-3028,ORD-15126,Defective item,3506.4,0,0,0,0,0,2,0,0
DSP-3029,ORD-14423,Item not as described,5322.17,0,0,0,0,1,13,0,0
DSP-3030,ORD-11753,Duplicate charge,3125.13,1,1,1,1,0,19,0,1
DSP-3031,ORD-13792,Item not as described,3480.96,1,1,1,1,0,7,1,1
DSP-3032,ORD-13659,Item not received,18294.05,1,1,0,1,1,20,0,1
DSP-3033,ORD-10732,Transaction not recognised,3322.64,1,1,0,1,1,2,0,1
DSP-3034,ORD-15199,Duplicate charge,4901.58,1,1,1,1,1,28,0,1
DSP-3035,ORD-11435,Item not as described,16889.91,1,0,1,1,1,6,0,1
DSP-3036,ORD-14457,Duplicate charge,3839.71,0,0,0,0,2,2,0,0
DSP-3037,ORD-15220,Item not received,5591.25,0,0,0,0,5,29,0,1
DSP-3038,ORD-11362,Item not received,4138.9,1,1,0,1,2,8,0,1
DSP-3039,ORD-12609,Transaction not recognised,5590.8,1,1,0,1,1,3,1,1
DSP-3040,ORD-13647,Duplicate charge,8655.12,0,0,1,0,0,19,0,1
DSP-3041,ORD-15402,Item not received,8195.12,1,1,1,1,1,3,0,1
DSP-3042,ORD-13010,Duplicate charge,12834.79,0,0,0,0,2,10,0,0
DSP-3043,ORD-10938,Item not as described,6049.58,1,1,1,1,2,7,0,1
DSP-3044,ORD-13548,Item not received,4644.92,1,1,0,1,0,4,0,1
DSP-3045,ORD-12866,Transaction not recognised,3222.44,1,1,1,1,0,15,0,1
DSP-3046,ORD-11568,Defective item,1021.07,0,0,1,0,0,0,0,0
DSP-3047,ORD-14410,Duplicate charge,890.79,1,1,1,1,2,2,0,1
DSP-3048,ORD-13951,Defective item,6059.03,0,0,0,0,1,24,0,0
DSP-3049,ORD-11839,Item not as described,6843.21,1,1,1,1,1,2,0,1
DSP-3050,ORD-10246,Item not as described,6955.4,0,0,0,0,2,2,0,0
DSP-3051,ORD-10506,Item not received,5619.08,1,1,0,1,0,19,0,1
DSP-3052,ORD-10799,Duplicate charge,4245.66,0,0,0,0,1,17,0,1
DSP-3053,ORD-10474,Defective item,4934.93,1,1,0,1,1,7,0,1
DSP-3054,ORD-10749,Transaction not recognised,3489.83,1,1,1,1,2,2,0,1
DSP-3055,ORD-11883,Transaction not recognised,6100.52,1,1,0,1,0,1,0,1
DSP-3056,ORD-13223,Item not as described,3970.54,0,0,1,0,0,18,1,0
DSP-3057,ORD-15599,Item not as described,3656.37,0,0,0,0,0,15,0,0
DSP-3058,ORD-15973,Item not received,9477.56,1,1,0,1,3,16,1,1
DSP-3059,ORD-14716,Duplicate charge,8886.53,1,1,0,1,2,2,1,0
DSP-3060,ORD-12245,Defective item,3674.7,1,0,0,1,0,1,0,0
DSP-3061,ORD-14278,Defective item,2022.19,1,1,1,1,0,0,2,0
DSP-3062,ORD-11187,Duplicate charge,3278.34,1,1,0,0,2,2,0,1
DSP-3063,ORD-13799,Transaction not recognised,5455.4,0,0,1,0,3,5,0,0
DSP-3064,ORD-13334,Duplicate charge,4268.88,1,0,1,1,1,3,0,1
DSP-3065,ORD-15974,Transaction not recognised,1549.53,1,1,0,1,0,2,1,1
DSP-3066,ORD-12749,Transaction not recognised,3961.6,1,1,0,1,2,3,3,1
DSP-3067,ORD-12169,Item not received,9347.97,1,1,0,1,0,10,0,1
DSP-3068,ORD-11685,Defective item,10015.95,0,0,1,0,0,7,0,0
DSP-3069,ORD-14590,Item not as described,5656.73,1,0,1,1,3,6,0,0
DSP-3070,ORD-13623,Duplicate charge,5055.9,1,1,1,1,2,21,0,1
DSP-3071,ORD-11057,Transaction not recognised,4898.63,1,0,1,1,2,5,1,0
DSP-3072,ORD-13376,Transaction not recognised,3275.47,1,1,1,1,1,6,2,1
DSP-3073,ORD-15382,Defective item,2280.19,1,1,1,1,4,3,1,1
DSP-3074,ORD-12679,Item not as described,4604.43,1,1,1,1,1,6,1,1
DSP-3075,ORD-14313,Item not received,6940.56,1,1,0,1,2,1,0,1
DSP-3076,ORD-14469,Item not received,1538.27,1,1,1,1,4,10,0,1
DSP-3077,ORD-12868,Item not as described,5833.68,1,1,1,1,3,5,1,1
DSP-3078,ORD-12968,Defective item,5294.49,1,1,0,1,1,27,0,0
DSP-3079,ORD-10126,Item not as described,2890.22,1,0,0,1,2,33,0,0
DSP-3080,ORD-13991,Item not as described,5550.83,0,0,0,0,0,0,0,0
DSP-3081,ORD-15281,Duplicate charge,3004.69,1,1,1,1,2,25,2,1
DSP-3082,ORD-11821,Defective item,13670.07,1,1,1,1,3,1,1,1
DSP-3083,ORD-15343,Defective item,4752.06,1,1,1,1,1,1,0,1
DSP-3084,ORD-14587,Item not as described,1361.61,0,0,1,0,2,3,0,1
DSP-3085,ORD-14012,Item not received,3916.98,1,1,1,1,1,8,0,1
DSP-3086,ORD-12769,Item not received,4812.32,0,0,1,0,0,9,0,0
DSP-3087,ORD-10787,Item not as described,4467.73,0,0,0,0,0,3,0,0
DSP-3088,ORD-10016,Duplicate charge,3083.47,1,1,0,1,1,3,1,1
DSP-3089,ORD-11364,Item not as described,13484.94,1,0,0,1,3,9,0,0
DSP-3090,ORD-13187,Defective item,5537.46,1,0,1,1,0,4,1,0
DSP-3091,ORD-12062,Transaction not recognised,3155.53,1,1,1,1,3,2,0,1
DSP-3092,ORD-10116,Transaction not recognised,8563.38,1,1,1,1,2,13,1,1
DSP-3093,ORD-10109,Item not as described,4289.69,1,0,1,1,2,6,0,1
DSP-3094,ORD-14519,Defective item,4612.74,1,1,1,1,0,11,0,1
DSP-3095,ORD-14407,Defective item,3034.28,1,1,1,1,1,11,0,1
DSP-3096,ORD-15935,Item not as described,6661.24,1,1,1,1,0,4,0,1
DSP-3097,ORD-14443,Item not as described,2519.39,1,1,1,1,4,4,0,1
DSP-3098,ORD-11362,Item not received,3456.09,0,0,1,0,2,1,0,0
DSP-3099,ORD-15304,Item not as described,2116.38,0,0,1,0,0,8,0,0
DSP-3100,ORD-14738,Duplicate charge,1912.89,1,1,1,1,1,1,0,1
DSP-3101,ORD-11098,Defective item,2167.57,1,1,0,1,1,3,1,1
DSP-3102,ORD-11267,Defective item,3021.45,1,0,0,1,3,19,0,0
DSP-3103,ORD-15762,Defective item,4344.94,1,1,0,1,2,39,0,1
DSP-3104,ORD-15365,Duplicate charge,4008.91,1,1,0,1,3,4,0,1
DSP-3105,ORD-11881,Transaction not recognised,2764.02,1,1,1,1,2,9,0,1
DSP-3106,ORD-14222,Item not as described,8256.85,1,0,1,1,1,5,1,0
DSP-3107,ORD-13560,Item not as described,2914.46,1,1,0,1,2,5,0,1
DSP-3108,ORD-11703,Item not received,4236.89,1,1,1,0,0,18,0,1
DSP-3109,ORD-15482,Item not received,2281.71,1,1,1,1,0,2,0,1
DSP-3110,ORD-14994,Item not received,3110.04,0,0,0,0,0,8,2,0
DSP-3111,ORD-11532,Transaction not recognised,7285.69,1,1,1,1,0,17,0,1
DSP-3112,ORD-12689,Duplicate charge,9416.62,1,0,0,1,2,23,0,1
DSP-3113,ORD-15046,Transaction not recognised,4345.35,0,0,1,0,1,2,0,1
DSP-3114,ORD-13962,Item not received,10180.82,1,1,1,1,0,7,0,1
DSP-3115,ORD-14527,Transaction not recognised,2691.84,1,1,1,1,2,4,1,1
DSP-3116,ORD-10181,Defective item,8793.09,0,0,1,0,1,1,0,0
DSP-3117,ORD-12912,Duplicate charge,10179.19,1,0,0,1,3,9,0,1
DSP-3118,ORD-12336,Duplicate charge,3585.55,0,0,1,0,1,3,0,0
DSP-3119,ORD-13656,Item not as described,10031.63,0,0,0,0,1,6,0,0
DSP-3120,ORD-15713,Transaction not recognised,2395.06,1,1,0,1,3,18,0,0
DSP-3121,ORD-15632,Transaction not recognised,3407.22,0,0,1,0,0,15,0,1
DSP-3122,ORD-15351,Defective item,4696.31,1,0,0,1,0,1,1,0
DSP-3123,ORD-12403,Defective item,6239.56,1,1,1,1,1,17,1,1
DSP-3124,ORD-12825,Defective item,6651.52,1,1,0,1,1,1,1,1
DSP-3125,ORD-15688,Item not received,2167.57,1,1,0,1,3,4,0,1
DSP-3126,ORD-13875,Transaction not recognised,5542.68,0,0,1,0,1,1,1,0
DSP-3127,ORD-13968,Duplicate charge,9412.78,0,0,0,0,2,22,0,0
DSP-3128,ORD-11741,Transaction not recognised,9790.5,1,1,0,1,2,16,0,1
DSP-3129,ORD-15524,Transaction not recognised,7893.46,1,1,0,0,1,11,1,1
DSP-3130,ORD-15140,Item not received,2379.71,1,1,1,1,2,6,0,1
DSP-3131,ORD-11285,Item not received,20012.73,1,0,0,1,2,5,0,0
DSP-3132,ORD-11759,Item not as described,1429.97,1,1,1,1,3,11,0,1
DSP-3133,ORD-14106,Duplicate charge,12146.45,0,0,0,0,4,41,0,0
DSP-3134,ORD-14169,Duplicate charge,8119.02,1,0,1,1,0,22,0,1
DSP-3135,ORD-13491,Duplicate charge,3121.82,1,0,0,1,0,15,0,0
DSP-3136,ORD-14179,Duplicate charge,10554.87,1,0,1,1,2,10,0,1
DSP-3137,ORD-15251,Duplicate charge,7887.4,1,1,1,1,2,28,1,1
DSP-3138,ORD-14792,Transaction not recognised,6060.61,1,1,1,1,3,4,0,1
DSP-3139,ORD-10968,Transaction not recognised,5233.07,1,0,1,1,0,7,0,1
DSP-3140,ORD-10330,Transaction not recognised,2599.85,1,1,0,1,1,4,0,1
DSP-3141,ORD-13226,Duplicate charge,7374.64,1,1,1,1,1,21,0,1
DSP-3142,ORD-12668,Item not received,4807.06,1,1,0,1,2,4,0,1
DSP-3143,ORD-15305,Defective item,6896.52,1,1,1,1,2,12,0,1
DSP-3144,ORD-15888,Item not as described,9161.43,1,1,0,1,2,0,0,1
DSP-3145,ORD-13774,Item not received,642.81,1,1,1,1,1,1,0,1
DSP-3146,ORD-12162,Transaction not recognised,14998.7,0,0,1,0,1,15,0,1
DSP-3147,ORD-10813,Defective item,4255.11,1,1,1,1,1,3,0,1
DSP-3148,ORD-11683,Transaction not recognised,4773.16,1,1,0,1,1,31,0,0
DSP-3149,ORD-14368,Transaction not recognised,28796.99,0,0,1,0,2,13,2,0
DSP-3150,ORD-14312,Defective item,9246.57,1,1,1,1,0,26,0,1
DSP-3151,ORD-12591,Duplicate charge,3478.07,0,0,1,0,0,9,0,0
DSP-3152,ORD-12605,Defective item,2976.15,1,1,1,1,1,13,0,1
DSP-3153,ORD-14623,Item not as described,6043.5,0,0,0,0,2,2,0,0
DSP-3154,ORD-13439,Item not received,3610.98,1,1,1,1,3,2,0,1
DSP-3155,ORD-14354,Item not received,1453.09,1,1,1,1,0,14,0,1
DSP-3156,ORD-13619,Transaction not recognised,2670.28,0,0,0,0,1,11,0,0
DSP-3157,ORD-14225,Duplicate charge,4166.57,1,1,0,1,0,0,0,1
DSP-3158,ORD-14261,Item not received,2951.25,1,1,1,1,1,8,0,1
DSP-3159,ORD-12143,Item not as described,8862.24,1,0,1,1,0,7,0,0
DSP-3160,ORD-11483,Transaction not recognised,1782.93,1,1,1,1,0,4,0,1
DSP-3161,ORD-11467,Transaction not recognised,4579.71,1,0,1,1,2,5,1,1
DSP-3162,ORD-14213,Duplicate charge,20103.09,1,1,1,1,0,1,0,1
DSP-3163,ORD-15193,Duplicate charge,2382.1,1,1,1,1,0,3,0,1
DSP-3164,ORD-13969,Item not received,5281.07,1,1,1,1,0,15,1,1
DSP-3165,ORD-11486,Duplicate charge,7224.64,1,1,1,1,2,5,0,1
DSP-3166,ORD-13261,Duplicate charge,15762.95,0,0,1,0,0,9,0,0
DSP-3167,ORD-14057,Transaction not recognised,3801.36,1,1,1,1,3,6,2,1
DSP-3168,ORD-15907,Item not received,2999.69,0,0,1,0,2,0,0,1
DSP-3169,ORD-10780,Item not received,14396.34,1,1,0,0,0,2,1,0
DSP-3170,ORD-15981,Duplicate charge,1397.45,1,1,1,1,3,1,1,1
DSP-3171,ORD-15918,Transaction not recognised,3089.66,1,1,1,1,0,10,1,1
DSP-3172,ORD-12617,Item not as described,5641.87,1,1,1,1,1,23,1,1
DSP-3173,ORD-13322,Transaction not recognised,5556.87,0,0,0,0,1,2,1,1
DSP-3174,ORD-10034,Item not received,2027.34,0,0,0,0,3,86,1,0
DSP-3175,ORD-11352,Transaction not recognised,8034.89,1,1,0,1,2,14,1,0
DSP-3176,ORD-15444,Item not as described,8648.89,1,1,1,1,4,3,0,1
DSP-3177,ORD-14545,Item not as described,6918.63,1,1,1,1,1,6,1,1
DSP-3178,ORD-13594,Item not received,10021.29,1,1,1,1,1,11,0,1
DSP-3179,ORD-12945,Transaction not recognised,3921.74,1,1,1,1,3,5,1,1
DSP-3180,ORD-13775,Duplicate charge,3504.13,1,1,0,1,3,1,0,1
DSP-3181,ORD-13181,Defective item,5449.41,0,0,0,0,3,7,1,0
DSP-3182,ORD-10214,Item not received,2627.86,1,1,1,1,1,19,1,0
DSP-3183,ORD-12647,Item not received,1789.5,1,1,1,1,2,5,0,1
DSP-3184,ORD-14381,Defective item,3834.0,1,1,0,1,3,0,0,1
DSP-3185,ORD-15830,Duplicate charge,5640.1,0,0,1,0,1,5,0,0
DSP-3186,ORD-13271,Item not as described,5940.16,1,1,1,1,2,8,1,1
DSP-3187,ORD-13844,Item not as described,8302.0,1,1,0,1,1,5,0,0
DSP-3188,ORD-12784,Item not received,2874.99,0,0,1,0,2,3,0,0
DSP-3189,ORD-11204,Defective item,4262.09,1,1,0,1,2,13,0,0
DSP-3190,ORD-11094,Item not received,2958.26,0,0,1,0,2,2,0,1
DSP-3191,ORD-12208,Item not as described,21324.65,1,1,0,0,2,4,0,0
DSP-3192,ORD-12140,Item not received,21398.17,1,1,1,1,3,5,1,1
DSP-3193,ORD-15754,Defective item,5475.65,1,1,1,1,0,0,0,1
DSP-3194,ORD-14461,Item not received,8752.98,1,1,1,1,0,8,0,1
DSP-3195,ORD-10785,Item not as described,9435.33,1,1,1,1,1,7,0,1
DSP-3196,ORD-13970,Item not as described,7513.17,1,1,0,0,2,2,2,1
DSP-3197,ORD-13999,Duplicate charge,5934.74,1,1,0,1,5,9,0,1
DSP-3198,ORD-13721,Duplicate charge,4693.92,1,0,1,0,1,55,0,0
DSP-3199,ORD-11550,Duplicate charge,1926.93,1,1,1,0,1,10,0,1
DSP-3200,ORD-13086,Item not received,16330.56,1,1,1,1,1,0,0,1
DSP-3201,ORD-13849,Item not received,2485.31,1,0,0,1,2,7,0,1
DSP-3202,ORD-14814,Item not as described,13143.13,1,1,0,1,1,0,0,1
DSP-3203,ORD-13726,Item not as described,10341.18,1,0,0,1,3,11,1,0
DSP-3204,ORD-10524,Item not as described,4053.17,1,1,0,1,1,2,0,1
DSP-3205,ORD-11827,Transaction not recognised,3883.0,1,1,1,0,1,0,0,0
DSP-3206,ORD-15913,Item not as described,27334.39,1,1,1,0,1,9,1,1
DSP-3207,ORD-14758,Item not as described,12049.34,1,1,1,1,2,5,0,1
DSP-3208,ORD-15890,Transaction not recognised,12765.85,0,0,0,0,0,20,0,1
DSP-3209,ORD-12772,Item not received,3105.4,0,0,1,0,2,8,0,1
DSP-3210,ORD-10215,Item not as described,4684.57,1,0,1,1,1,0,0,1
DSP-3211,ORD-15712,Defective item,3385.88,1,1,1,1,2,0,0,1
DSP-3212,ORD-11610,Transaction not recognised,2425.45,1,1,1,0,2,7,0,1
DSP-3213,ORD-15958,Duplicate charge,12474.9,1,1,1,1,1,0,0,1
DSP-3214,ORD-15112,Item not as described,4748.92,1,1,1,0,4,10,0,1
DSP-3215,ORD-12788,Item not received,4512.68,0,0,0,0,3,38,1,0
DSP-3216,ORD-12787,Item not as described,1760.78,0,0,1,0,0,1,0,0
DSP-3217,ORD-13907,Defective item,3821.36,1,1,1,1,1,7,0,1
DSP-3218,ORD-14583,Item not as described,3859.19,1,1,0,1,3,9,1,1
DSP-3219,ORD-12486,Duplicate charge,9608.2,0,0,1,0,4,3,0,1
DSP-3220,ORD-13820,Defective item,3673.31,0,0,1,0,2,10,0,0
DSP-3221,ORD-15294,Transaction not recognised,4073.66,1,1,1,1,4,24,0,1
DSP-3222,ORD-13121,Duplicate charge,2809.09,0,0,1,0,2,9,0,0
DSP-3223,ORD-10005,Defective item,3588.8,1,0,1,0,3,6,0,0
DSP-3224,ORD-15790,Item not as described,4726.81,1,1,0,1,2,4,0,1
DSP-3225,ORD-15471,Transaction not recognised,5393.43,0,0,1,0,2,5,1,1
DSP-3226,ORD-13362,Item not received,3217.82,0,0,0,0,1,7,0,0
DSP-3227,ORD-15282,Item not as described,1242.29,1,0,1,1,4,10,1,1
DSP-3228,ORD-12564,Defective item,5220.21,1,1,1,1,2,26,1,1
DSP-3229,ORD-12367,Defective item,5016.11,1,1,1,1,1,5,0,1
DSP-3230,ORD-13523,Transaction not recognised,2728.56,0,0,0,0,2,10,2,1
DSP-3231,ORD-12416,Transaction not recognised,2005.6,1,1,1,0,1,1,0,1
DSP-3232,ORD-11701,Item not as described,9122.69,1,1,0,1,2,4,0,1
DSP-3233,ORD-10352,Duplicate charge,8174.6,1,1,0,1,1,0,0,1
DSP-3234,ORD-10247,Defective item,2688.79,1,1,0,1,0,9,1,0
DSP-3235,ORD-10639,Defective item,2318.98,0,0,0,0,2,25,0,0
DSP-3236,ORD-13639,Item not as described,4425.11,1,1,0,1,2,0,1,1
DSP-3237,ORD-12379,Transaction not recognised,3579.25,1,1,1,1,2,27,0,1
DSP-3238,ORD-15398,Transaction not recognised,2665.62,1,1,0,1,0,6,0,1
DSP-3239,ORD-11107,Item not received,2771.92,1,1,1,1,1,9,0,1
DSP-3240,ORD-10075,Transaction not recognised,1645.75,0,0,0,0,0,18,1,0
DSP-3241,ORD-13951,Transaction not recognised,1156.47,1,1,0,1,0,0,1,1
DSP-3242,ORD-10447,Transaction not recognised,4866.74,1,1,1,1,2,18,3,1
DSP-3243,ORD-14669,Item not received,3854.66,1,1,0,1,1,0,0,1
DSP-3244,ORD-10133,Item not as described,2565.57,0,0,1,0,0,10,0,0
DSP-3245,ORD-15498,Duplicate charge,44553.07,1,0,1,1,3,11,1,1
DSP-3246,ORD-11777,Transaction not recognised,1650.86,1,1,1,1,1,1,0,1
DSP-3247,ORD-10126,Item not received,6746.38,1,1,1,1,1,11,0,1
DSP-3248,ORD-11867,Duplicate charge,9036.0,1,0,0,1,2,4,1,1
DSP-3249,ORD-12876,Transaction not recognised,7959.67,0,0,1,0,1,6,1,1
DSP-3250,ORD-12807,Item not received,6766.55,1,1,1,1,5,6,1,1
DSP-3251,ORD-15811,Item not as described,3046.5,1,1,0,1,3,13,1,1
DSP-3252,ORD-15049,Duplicate charge,2917.94,1,1,0,1,2,13,0,1
DSP-3253,ORD-10085,Item not as described,13004.15,1,1,1,1,2,0,1,1
DSP-3254,ORD-12601,Transaction not recognised,4387.96,0,0,0,0,1,3,0,1
DSP-3255,ORD-11531,Transaction not recognised,3139.92,1,0,1,1,1,9,0,0
DSP-3256,ORD-12628,Item not as described,5995.84,1,1,0,1,2,21,0,0
DSP-3257,ORD-14994,Item not as described,4059.83,1,1,1,1,2,0,1,1
DSP-3258,ORD-10319,Duplicate charge,6035.46,1,1,0,1,2,4,1,1
DSP-3259,ORD-10609,Item not received,2689.64,1,0,1,1,0,5,2,0
DSP-3260,ORD-12202,Defective item,6115.36,0,0,0,0,1,5,0,0
DSP-3261,ORD-15114,Item not received,5240.71,1,1,0,1,1,7,1,1
DSP-3262,ORD-11111,Duplicate charge,1610.34,0,0,1,0,4,0,0,1
DSP-3263,ORD-14842,Item not as described,9749.62,1,1,0,1,3,13,2,1
DSP-3264,ORD-10360,Transaction not recognised,7738.05,1,0,1,1,1,26,0,0
DSP-3265,ORD-13551,Item not as described,5350.97,1,1,1,1,3,3,0,1
DSP-3266,ORD-14494,Defective item,6117.14,0,0,0,0,1,2,1,0
DSP-3267,ORD-11401,Item not received,2567.35,0,0,1,0,1,2,0,1
DSP-3268,ORD-10157,Defective item,1916.07,1,1,0,1,2,14,0,1
DSP-3269,ORD-14158,Duplicate charge,5663.96,1,1,1,1,1,9,1,1
DSP-3270,ORD-14123,Item not received,1982.61,1,1,0,1,0,1,2,0
DSP-3271,ORD-15690,Defective item,4520.03,0,0,0,0,0,5,0,1
DSP-3272,ORD-14603,Item not as described,7361.86,1,1,0,1,0,2,0,1
DSP-3273,ORD-11343,Item not as described,5352.74,1,1,1,1,2,2,0,1
DSP-3274,ORD-10959,Item not received,4010.73,1,0,0,1,2,7,1,0
DSP-3275,ORD-13428,Item not as described,4798.51,1,0,1,1,2,0,0,1
DSP-3276,ORD-10013,Defective item,10116.41,1,1,1,0,3,2,0,1
DSP-3277,ORD-13911,Item not as described,1750.89,1,1,1,1,4,0,1,1
DSP-3278,ORD-14330,Duplicate charge,4097.75,0,0,1,0,1,54,0,0
DSP-3279,ORD-12838,Duplicate charge,3723.75,1,0,1,1,2,3,0,1
DSP-3280,ORD-15865,Item not received,4341.08,1,1,0,1,1,0,1,1
DSP-3281,ORD-10398,Transaction not recognised,13683.87,1,1,1,1,0,1,0,1
DSP-3282,ORD-15667,Defective item,4467.88,1,1,1,1,0,3,0,1
DSP-3283,ORD-13037,Defective item,5682.3,0,0,0,0,1,2,1,0
DSP-3284,ORD-14701,Duplicate charge,1727.8,0,0,1,0,3,10,0,1
DSP-3285,ORD-13422,Transaction not recognised,6375.18,0,0,0,0,1,30,0,0
DSP-3286,ORD-14787,Item not received,7775.06,1,1,0,1,3,20,2,1
DSP-3287,ORD-10963,Defective item,3050.06,0,0,1,0,2,15,0,1
DSP-3288,ORD-14041,Defective item,2141.53,1,0,1,1,1,3,0,1
DSP-3289,ORD-12286,Defective item,20252.73,1,1,1,0,1,30,1,1
DSP-3290,ORD-13917,Defective item,1586.48,0,0,0,0,1,0,1,0
DSP-3291,ORD-12286,Duplicate charge,2510.13,1,1,0,0,3,3,0,1
DSP-3292,ORD-10861,Item not as described,6603.39,0,0,1,0,0,0,0,0
DSP-3293,ORD-11083,Transaction not recognised,4454.52,0,0,1,0,1,14,1,0
DSP-3294,ORD-11620,Item not as described,2163.67,1,1,1,1,2,10,0,1
DSP-3295,ORD-13241,Defective item,3688.8,1,1,1,1,5,0,0,1
DSP-3296,ORD-12662,Duplicate charge,7957.4,0,0,0,0,1,4,0,0
DSP-3297,ORD-14045,Item not received,3507.38,0,0,1,0,5,15,0,0
DSP-3298,ORD-13753,Transaction not recognised,6371.79,1,0,1,1,0,2,0,1
DSP-3299,ORD-10017,Defective item,5122.11,1,0,1,1,3,3,0,1
DSP-3300,ORD-11960,Item not received,11135.81,1,1,0,1,4,3,0,1
DSP-3301,ORD-14892,Transaction not recognised,3621.88,0,0,0,0,0,6,1,0
DSP-3302,ORD-12896,Defective item,12576.18,1,1,1,1,2,2,1,1
DSP-3303,ORD-14085,Item not received,7636.76,0,0,1,0,0,0,0,0
DSP-3304,ORD-12366,Duplicate charge,6355.98,1,1,1,1,2,34,0,1
DSP-3305,ORD-13819,Duplicate charge,6365.75,1,1,0,1,0,8,1,1
DSP-3306,ORD-10308,Duplicate charge,3771.12,1,1,1,1,1,2,0,1
DSP-3307,ORD-14286,Item not as described,2894.16,0,0,1,0,0,3,1,0
DSP-3308,ORD-14790,Transaction not recognised,4317.0,0,0,1,0,1,5,0,0
DSP-3309,ORD-13138,Item not as described,1832.43,0,0,0,0,2,24,2,0
DSP-3310,ORD-11779,Defective item,2435.28,1,1,1,0,2,10,1,1
DSP-3311,ORD-10519,Item not as described,14622.32,1,1,1,1,1,33,1,1
DSP-3312,ORD-15234,Defective item,2571.76,1,1,1,1,2,4,0,1
DSP-3313,ORD-13614,Transaction not recognised,21163.93,1,1,0,1,1,3,0,1
DSP-3314,ORD-12697,Item not as described,5488.53,1,1,1,0,3,1,0,1
DSP-3315,ORD-11770,Duplicate charge,5124.01,1,1,1,1,1,1,0,1
DSP-3316,ORD-11298,Item not received,4217.02,1,1,1,1,1,7,4,1
DSP-3317,ORD-12800,Transaction not recognised,11319.54,0,0,1,0,2,4,0,1
DSP-3318,ORD-15394,Item not as described,2392.1,0,0,1,0,2,39,1,0
DSP-3319,ORD-13493,Item not received,6512.25,1,1,0,1,4,4,1,1
DSP-3320,ORD-10161,Duplicate charge,3876.24,1,1,1,1,0,27,0,1
DSP-3321,ORD-15092,Duplicate charge,6369.97,0,0,1,0,1,3,2,0
DSP-3322,ORD-12953,Duplicate charge,5773.65,1,1,1,1,2,12,0,1
DSP-3323,ORD-10340,Defective item,4447.11,1,1,1,1,0,1,0,1
DSP-3324,ORD-11905,Transaction not recognised,9284.87,0,0,0,0,3,11,1,1
DSP-3325,ORD-13195,Defective item,6040.98,1,1,0,1,2,0,0,1
DSP-3326,ORD-12410,Defective item,8880.6,0,0,1,0,2,7,0,0
DSP-3327,ORD-11844,Defective item,1281.33,1,0,1,1,1,3,0,0
DSP-3328,ORD-11649,Item not as described,4678.06,1,1,1,1,3,2,1,1
DSP-3329,ORD-12387,Item not received,1430.22,1,1,0,0,1,1,0,1
DSP-3330,ORD-15822,Defective item,3403.9,1,1,0,1,0,0,0,1
DSP-3331,ORD-12611,Item not as described,1854.84,0,0,1,0,2,1,2,0
DSP-3332,ORD-12239,Item not received,1174.68,1,1,0,1,3,2,0,1
DSP-3333,ORD-14025,Item not received,11252.07,1,1,1,1,3,0,0,1
DSP-3334,ORD-11088,Transaction not recognised,4683.3,1,1,1,0,3,9,0,1
DSP-3335,ORD-10487,Item not received,3044.68,0,0,1,0,2,2,0,0
